name,lat,lng,formatted_address,rating,user_ratings_total,latest_reviews,positive_words,negative_words,categories
Polonnaruwa Ancient City,7.945942499999999,81.00032940000001,Polonnaruwa Sri Lanka,4.3,878.0,"['history', 'stunning', 'bicycle', 'starting', 'worked', 'trick', 'riding', 'getting', 'bikes', 'experience', 'love', 'fun', 'unique', 'opted', 'prepared', 'vendors', 'Buddha', 'Polonnaruwa', 'preserved', 'temples', 'found', 'fee', 'irritating', 'visiting', 'worthwhile', 'start', 'Sri', 'historic', 'vendorsthey', 'worth', 'encountered', 'guided', 'tranquility', 'significance', 'statues', 'firm', 'serene', 'Ancient', 'walking', 'museum', 'perfect', 'heat', 'time', 'penny', 'architecture', 'place', 'side', 'tip', 'captivated', 'couple', 'bit', 'Lanka', 'souvenirs', 'see', 'breathtaking', 'sites', 'hidden', 'gardens', 'theres', 'Renting', 'sell', 'refreshing', 'loved', 'solo', 'glimpse', 'shoes', 'mindful', 'exploring', 'city', 'ruins', 'enhances', 'spend', 'plan', 'engaging', 'wellpreserved', 'mustvisit', 'get', 'way', 'kids', 'family', 'recommend', 'lovers', 'area', 'entrance', 'overwhelming', 'water', 'offer', 'carvings', 'day', 'steeped', 'made', 'traveling', 'traveler', 'gem', 'visit', 'took', 'City', 'wear', 'stroll', 'adds', 'heads', 'trying']",26,3,"historical monuments, history tours, cycling, architecture tours, museum visits, historic sites, sightseeing"
Ramboda Falls,7.054569199999999,80.705331,Ramboda Sri Lanka,4.4,2592.0,"['keep', 'visited', 'stunning', 'Swimming', 'Overall', 'looked', 'experience', 'Perfect', 'soaking', 'venture', 'got', 'found', 'access', 'photos', 'swimming', 'fee', 'road', 'cascading', 'decided', 'slippery', 'going', 'challenging', 'snacks', 'falls', 'soothing', 'remember', 'youre', 'Falls', 'scenery', 'enjoyed', 'time', 'arriving', 'place', 'facilities', 'taking', 'allowed', 'bit', 'pool', 'breathtaking', 'view', 'picturesque', 'spot', 'hidden', 'waterfall', 'rewarding', 'crowds', 'avoid', 'struggled', 'Ramboda', 'viewpoint', 'beauty', 'car', 'swim', 'eye', 'kids', 'family', 'recommend', 'hike', 'peaceful', 'lovers', 'area', 'wasnt', 'entrance', 'water', 'concerns', 'journey', 'disappointed', 'made', 'hassle', 'gem', 'visit', 'path', 'nature', 'took', 'air', 'outing', 'tempting', 'rocks', 'safety']",32,3,waterfalls
Ravan Ella Waterfall,6.959179100000001,80.8547844,Nuwara Eliya Sri Lanka,4.5,204.0,"['weekends', 'greenery', 'visited', 'Ravan', 'lots', 'site', 'stunning', 'getting', 'Overall', 'experience', 'spots', 'taken', 'surrounding', 'friends', 'found', 'photos', 'sturdy', 'visiting', 'distance', 'cascading', 'risks', 'mustsee', 'take', 'Sri', 'slippery', 'going', 'enjoying', 'tranquility', 'snacks', 'touch', 'falls', 'remember', 'youre', 'arrive', 'escape', 'dipped', 'enjoyed', 'time', 'stay', 'place', 'beat', 'Ella', 'couple', 'wellmaintained', 'bit', 'busier', 'Lanka', 'offering', 'breathtaking', 'people', 'view', 'rush', 'spot', 'drinks', 'waterfall', 'toes', 'rewarding', 'refreshing', 'crowds', 'stayed', 'shoes', 'exploring', 'saw', 'avoid', 'sound', 'vegetation', 'beauty', 'morning', 'find', 'plan', 'get', 'sit', 'recommend', 'hike', 'footing', 'area', 'times', 'shops', 'pictures', 'water', 'warned', 'day', 'Truly', 'impressed', 'made', 'gem', 'tourist', 'visit', 'path', 'nature', 'comes', 'took', 'photography', 'advise', 'rocks', 'crowded', 'relax', 'Waterfall', 'adds', 'trip']",14,11,waterfalls
Rekawa Beach,6.043180699999999,80.8606343,Rekawa Road Sri Lanka,4.4,169.0,"['visited', 'preserving', 'stunning', 'bring', 'getaway', 'experience', 'friends', 'sun', 'sand', 'Watching', 'prepared', 'relaxation', 'found', 'dedicated', 'creatures', 'distance', 'families', 'decide', 'allowing', 'taste', 'tranquility', 'added', 'snacks', 'sunset', 'remember', 'waves', 'beaches', 'youre', 'downside', 'looking', 'watching', 'expectations', 'enjoyed', 'backdrop', 'time', 'currents', 'amenities', 'makes', 'place', 'tip', 'plenty', 'facilities', 'come', 'couple', 'see', 'consider', 'breathtaking', 'night', 'picturesque', 'spot', 'hidden', 'drinks', 'nesting', 'theres', 'protection', 'loved', 'enjoy', 'deserted', 'options', 'play', 'dining', 'activities', 'beauty', 'peace', 'Bring', 'mustvisit', 'kids', 'family', 'lack', 'lovers', 'area', 'water', 'felt', 'day', 'want', 'laying', 'ones', 'appreciated', 'beach', 'made', 'gentle', 'turtles', 'gem', 'visit', 'nature', 'tides', 'Rekawa', 'Beach', 'stroll', 'create', 'views', 'limited']",24,2,"beach visits, turtle watching"
Ritigala,8.1091667,80.65472220000002,Ritigala Sri Lanka,4.7,245.0,"['visited', 'greenery', 'history', 'fascinating', 'site', 'stunning', 'sharing', 'lived', 'finding', 'Overall', 'experience', 'spots', 'prepared', 'temples', 'found', 'fee', 'worthwhile', 'information', 'Sri', 'buffs', 'expected', 'tranquility', 'atmosphere', 'treasure', 'flora', 'youre', 'escape', 'paths', 'enjoyed', 'time', 'expecting', 'making', 'enriching', 'makes', 'place', 'ancient', 'facilities', 'bit', 'Lanka', 'stepping', 'breathtaking', 'trails', 'stories', 'hiking', 'spot', 'surrounded', 'Hiking', 'loved', 'discovering', 'exploring', 'unexpected', 'delivered', 'beauty', 'ruins', 'engaging', 'wellpreserved', 'monks', 'get', 'kids', 'family', 'recommend', 'Visiting', 'hike', 'signage', 'lovers', 'area', 'felt', 'guides', 'offer', 'day', 'maintenance', 'use', 'tour', 'enhance', 'tourist', 'visit', 'nature', 'took', 'photography', 'Ritigala', 'create', 'left', 'context', 'trip']",31,2,"historical monuments, hiking, history tours, sightseeing"
Royal Colombo Golf Club,6.905226799999999,79.88419990000001,Colombo Sri Lanka,4.4,1945.0,"['greenery', 'ambiance', 'setting', 'children', 'highlight', 'Overall', 'accommodating', 'afternoon', 'experience', 'fun', 'friends', 'amidst', 'Ive', 'imagined', 'relaxation', 'Colombo', 'found', 'selection', 'weekend', 'played', 'range', 'hoped', 'spent', 'staff', 'Afterward', 'satisfactory', 'food', 'provided', 'game', 'equipment', 'compared', 'hole', 'refreshed', 'cuisine', 'partner', 'chaos', 'feeling', 'Golf', 'perfect', 'enjoyed', 'time', 'golfing', 'hours', 'place', 'Royal', 'hopes', 'didnt', 'couple', 'wellmaintained', 'offers', 'bit', 'clubhouse', 'drinks', 'course', 'enthusiasts', 'refreshing', 'disappoint', 'options', 'delight', 'play', 'Visited', 'morning', 'find', 'memories', 'oasis', 'kids', 'welcoming', 'dined', 'family', 'recommend', 'lovers', 'playing', 'wasnt', 'challenge', 'surroundings', 'day', 'maintenance', 'use', 'golf', 'places', 'made', 'condition', 'peak', 'bites', 'round', 'visit', 'took', 'repeating', 'outing', 'pace', 'areas', 'orders', 'frustrating', 'driving', 'attention', 'left', 'Club', 'views', 'wait']",25,3,golfing
Ruhunu Maha Kataragama Dewalaya,6.418507099999999,81.3332777,Kataragama Sri Lanka,4.8,4113.0,"['energy', 'sellers', 'fascinating', 'site', 'stunning', 'created', 'ambiance', 'Temple', 'children', 'landscapes', 'Overall', 'experience', 'surrounding', 'overlook', 'vendors', 'puja', 'temples', 'participated', 'reflection', 'found', 'temple', 'delve', 'make', 'insights', 'filled', 'visiting', 'Sri', 'murals', 'amazed', 'Maha', 'Nonetheless', 'added', 'significance', 'moments', 'youre', 'learning', 'looking', 'calming', 'enjoyed', 'backdrop', 'time', 'traditions', 'enriching', 'happening', 'sales', 'place', 'Dewalaya', 'sacred', 'captivated', 'couple', 'bit', 'blend', 'Highly', 'enlightening', 'Ruhunu', 'diversity', 'decorations', 'group', 'influences', 'remain', 'festivals', 'spirituality', 'exploring', 'artwork', 'scams', 'rich', 'showcases', 'peace', 'ceremony', 'rituals', 'find', 'conducted', 'mustvisit', 'get', 'family', 'recommend', 'Visiting', 'beautiful', 'area', 'presence', 'locals', 'times', 'surroundings', 'practices', 'anyone', 'exuded', 'distracting', 'Lankas', 'sounds', 'visit', 'mesmerizing', 'took', 'Kataragama', 'tactics', 'attention', 'detracted', 'vibrant']",24,5,"historical monuments, temple pilgrimages, cultural experiences, architecture tours, arts and culture, sightseeing"
Seetha Eliya,6.9332078999999975,80.81026779999998,Seetha Eliya Sri Lanka,3.105999999999999,1.0,"['hike', 'visited', 'improving', 'expected', 'Seetha', 'family', 'trails', 'marked', 'people', 'surroundings', 'reaching', 'started', 'felt', 'deliver', 'picturesque', 'day', 'maintenance', 'children', 'exhausting', 'Eliya', 'turned', 'underwhelming', 'Disappointing', 'waterfalls', 'experience', 'serenity', 'chore', 'youre', 'nothing', 'friends', 'direction', 'Maybe', 'became', 'scenery', 'rugged', 'paths', 'looking', 'overshadowed', 'clearer', 'adventure', 'enjoyed', 'visit', 'expecting', 'excited', 'hoping', 'struggled', 'making', 'promising', 'found', 'Id', 'anticipated', 'beauty', 'bag', 'hoped', 'went', 'crowded', 'organized', 'come', 'didnt', 'couple', 'way', 'say', 'trip', 'go', 'marred', 'recommend']",23,2,hiking
Seethawaka Wet Zone Botanical Gardens,6.892941,80.17176119999998,Labugama Sri Lanka,4.3,5655.0,"['visited', 'greenery', 'tranquil', 'variety', 'Overall', 'spots', 'friends', 'bird', 'convenient', 'found', 'diverse', 'opportunities', 'fee', 'meal', 'menu', 'restroom', 'garden', 'photo', 'Nonetheless', 'decks', 'snacks', 'provided', 'Wet', 'birds', 'flora', 'boat', 'serene', 'walking', 'escape', 'paths', 'watching', 'enjoyed', 'time', 'place', 'observation', 'facilities', 'life', 'couple', 'wellmaintained', 'spotting', 'allowed', 'bit', 'environment', 'surrounded', 'hidden', 'gardens', 'lasted', 'refreshing', 'loved', 'solo', 'visitors', 'exploring', 'Seethawaka', 'cafeteria', 'options', 'plant', 'exploration', 'city', 'bridges', 'Botanical', 'find', 'Gardens', 'kids', 'say', 'family', 'recommend', 'Definitely', 'area', 'spaces', 'felt', 'day', 'use', 'inconvenience', 'appreciated', 'made', 'lacking', 'wished', 'ride', 'Zone', 'gem', 'visit', 'nature', 'abundance', 'outing', 'offered', 'areas', 'parking', 'relax', 'stroll', 'create', 'views', 'trip']",25,2,botanical gardens
Sigiriya,7.957032699999999,80.760257,Sigiriya Sri Lanka,4.9,18974.0,"['capturing', 'history', 'site', 'stunning', 'bring', 'endless', 'highlight', 'Overall', 'experience', 'friends', 'prepared', 'roads', 'found', 'access', 'photos', 'lines', 'exhilarating', 'make', 'opportunities', 'fee', 'landscape', 'visiting', 'gets', 'summit', 'mustsee', 'considering', 'Sri', 'Remember', 'going', 'fantastic', 'snack', 'challenging', 'frescoes', 'significance', 'downside', 'learning', 'heat', 'enjoyed', 'top', 'architecture', 'foreigners', 'managed', 'ancient', 'plenty', 'Lanka', 'breathtaking', 'dollar', 'less', 'Sigiriya', 'step', 'enthusiasts', 'helpful', 'rewarding', 'loved', 'crowds', 'shoes', 'climb', 'exploring', 'relief', 'avoid', 'morning', 'ruins', 'went', 'kids', 'family', 'recommend', 'Visiting', 'Definitely', 'entrance', 'water', 'felt', 'guides', 'want', 'Arriving', 'made', 'path', 'helped', 'photography', 'areas', 'story', 'packing', 'wear', 'crowded', 'views', 'breaks', 'trip', 'shaded']",37,1,"history tours, historic sites, architecture tours, sightseeing, photography, landscape photography"
Sinharaja Forest Reserve,6.406990800000001,80.46002659999998,Sri Lanka,4.3,2062.0,"['greenery', 'fascinating', 'bring', 'break', 'sharing', 'Overall', 'experience', 'spots', 'butterflies', 'fun', 'friends', 'bird', 'hikes', 'prepared', 'adventure', 'found', 'photos', 'sturdy', 'insights', 'monkeys', 'wellmarked', 'Remember', 'workout', 'challenging', 'guided', 'Forest', 'snacks', 'fauna', 'provided', 'birds', 'seeing', 'flora', 'serene', 'looking', 'watching', 'enjoyed', 'backdrop', 'making', 'amenities', 'Reserve', 'place', 'side', 'passionate', 'pants', 'couple', 'ages', 'environment', 'insects', 'trails', 'hiking', 'spot', 'signposts', 'helpful', 'rewarding', 'refreshing', 'loved', 'glimpse', 'shoes', 'ventured', 'biodiversity', 'options', 'delivered', 'bag', 'caught', 'included', 'Exploring', 'reserve', 'mustvisit', 'leeches', 'kids', 'guide', 'family', 'peaceful', 'lovers', 'wasnt', 'water', 'day', 'tour', 'waterfalls', 'appreciated', 'made', 'astonishing', 'butterfly', 'gem', 'encounters', 'visit', 'nature', 'Sinharaja', 'outing', 'areas', 'wear', 'limited']",26,6,"butterfly watching, hiking, wildlife viewing"
Sri Dalada Maligawa,7.293609,80.641325,Kandy Sri Lanka,4.8,26736.0,"['visited', 'energy', 'history', 'stunning', 'ambiance', 'quieter', 'Temple', 'grounds', 'Overall', 'experience', 'surrounding', 'friends', 'prepared', 'temples', 'participated', 'found', 'temple', 'lines', 'visiting', 'spent', 'mustsee', 'preferred', 'take', 'Sri', 'fascinated', 'absolute', 'added', 'significance', 'intricate', 'hydrated', 'Make', 'ticketing', 'serene', 'downside', 'moment', 'walking', 'feeling', 'heat', 'calming', 'captivating', 'time', 'making', 'architecture', 'stay', 'hours', 'place', 'couple', 'wellmaintained', 'bit', 'breathtaking', 'enlightening', 'stories', 'enforced', 'glad', 'awestruck', 'crowds', 'exploring', 'evening', 'Tooth', 'space', 'beauty', 'Maligawa', 'ceremony', 'details', 'plan', 'organized', 'kids', 'family', 'recommend', 'Visiting', 'Definitely', 'married', 'area', 'attended', 'times', 'entrance', 'felt', 'carvings', 'dressed', 'Kandy', 'drumming', 'journey', 'palpable', 'made', 'gem', 'peak', 'chanting', 'visit', 'mesmerizing', 'think', 'fulfilled', 'left', 'Dalada', 'enriched', 'breaks', 'process']",27,3,"historical monuments, temple pilgrimages, architecture tours"
Sri Lanka Planetarium,6.9006972000000015,79.86284920000001,Colombo Sri Lanka,4.1,490.0,"['visits', 'showtime', 'fascinating', 'demonstrations', 'segments', 'eager', 'Overall', 'experience', 'fun', 'friends', 'shows', 'presentation', 'seating', 'show', 'secure', 'presentations', 'staff', 'animations', 'Sri', 'wellorganized', 'cosmos', 'animated', 'ticketing', 'Planetarium', 'suggest', 'downside', 'feeling', 'learning', 'inconveniences', 'enjoyed', 'time', 'making', 'arriving', 'couple', 'bit', 'Lanka', 'breathtaking', 'night', 'enlightening', 'view', 'comfort', 'entertaining', 'universe', 'group', 'tickets', 'loved', 'learn', 'Saturdays', 'learners', 'space', 'arrived', 'designed', 'spend', 'find', 'engaging', 'mustvisit', 'get', 'way', 'kids', 'line', 'go', 'family', 'recommend', 'Visiting', 'sky', 'lack', 'times', 'day', 'limits', 'use', 'seats', 'Arriving', 'anyone', 'made', 'projections', 'conditioning', 'gem', 'took', 'air', 'helped', 'outing', 'astronomy', 'comfortable', 'left', 'visuals', 'process', 'wait']",32,5,planetarium visits
Surathali Ella,6.7457754,80.8288354,Belihuloya Sri Lanka,4.8,519.0,"['visited', 'capturing', 'stunning', 'break', 'getaway', 'Overall', 'experience', 'Surathali', 'adventure', 'found', 'photographers', 'photos', 'make', 'paradise', 'spent', 'cascading', 'families', 'worth', 'enjoying', 'encountered', 'allowing', 'challenging', 'treasure', 'sandals', 'serene', 'pools', 'scenery', 'looking', 'enjoyed', 'time', 'making', 'hours', 'amenities', 'place', 'facilities', 'Ella', 'taking', 'couple', 'slice', 'bit', 'breathtaking', 'base', 'feel', 'view', 'splashing', 'spot', 'invigorating', 'experienceWe', 'waterfall', 'group', 'outdoors', 'accessibility', 'improved', 'loved', 'enjoy', 'disappoint', 'blast', 'city', 'beauty', 'leading', 'arrived', 'oasis', 'leeches', 'seeking', 'kids', 'family', 'hike', 'peaceful', 'commercialism', 'lack', 'lovers', 'wasnt', 'surroundings', 'pictures', 'water', 'felt', 'day', 'appreciated', 'made', 'walk', 'climbing', 'visit', 'nature', 'thrilling', 'scenic', 'rocks', 'crowded', 'trail']",30,3,"waterfalls, hiking"
Tangalle,6.0243383,80.79407259999998,Tangalle Sri Lanka,3.1689999999999974,1.0,"['bit', 'keep', 'surf', 'visited', 'Surfing', 'expected', 'trap', 'wasnt', 'worth', 'felt', 'want', 'rush', 'moving', 'spot', 'moments', 'glad', 'experience', 'spots', 'Tangalle', 'waves', 'ended', 'beach', 'beaches', 'made', 'season', 'stop', 'Im', 'lacking', 'conditions', 'youre', 'noise', 'pristine', 'surfing', 'scenery', 'wouldnt', 'gem', 'vibe', 'vendors', 'tourist', 'expectations', 'passing', 'visit', 'expecting', 'leaving', 'found', 'returning', 'laidback', 'Id', 'commercialized', 'place', 'Wouldnt', 'anticipated', 'littered', 'hopes', 'disappointing', 'hoped', 'relax', 'staying', 'crowded', 'charm', 'plan', 'liking', 'okay', 'trip', 'recommend']",24,1,"surfing, beach visits"
Tangalle Beach,6.0227264000000025,80.8008358,Tangalle Sri Lanka,4.2,511.0,"['visited', 'stunning', 'heads', 'experience', 'fun', 'surrounding', 'friends', 'waters', 'needed', 'found', 'swimming', 'make', 'spent', 'improvement', 'families', 'calm', 'sands', 'worth', 'allowing', 'Nonetheless', 'tranquility', 'useful', 'food', 'relaxed', 'moments', 'waves', 'partner', 'downside', 'feeling', 'scenery', 'escape', 'looking', 'perfect', 'watching', 'enjoyed', 'hours', 'sunsets', 'facilities', 'rejuvenated', 'life', 'come', 'couple', 'building', 'bit', 'breathtaking', 'splashing', 'hidden', 'Tangalle', 'loved', 'solo', 'shoes', 'travel', 'evening', 'options', 'city', 'beauty', 'went', 'find', 'get', 'kids', 'unwind', 'recommend', 'sunbathing', 'beautiful', 'times', 'water', 'felt', 'day', 'use', 'charge', 'anyone', 'relaxing', 'beach', 'made', 'turtles', 'gem', 'visit', 'hoping', 'restaurant', 'areas', 'parking', 'crowded', 'Beach', 'spotted', 'left', 'afternoons', 'views', 'sandcastles', 'trip', 'shaded']",18,12,"beach visits, beachfront dining, swimming, snorkeling, surfing"
Trincomalee,8.5873638,81.21521209999999,Trincomalee Sri Lanka,3.0129999999999986,1.0,"['seemed', 'visited', 'rushed', 'underwhelmed', 'getaway', 'adventures', 'authenticity', 'experience', 'fun', 'friends', 'adventure', 'enjoyment', 'staff', 'Paddleboarding', 'encountered', 'enjoying', 'highlights', 'thought', 'diving', 'equipment', 'fishing', 'beaches', 'feeling', 'service', 'looking', 'cruise', 'expectations', 'time', 'waiting', 'making', 'didnt', 'couple', 'marred', 'communicate', 'feel', 'spot', 'group', 'romantic', 'sea', 'disorganized', 'wouldnt', 'vibe', 'sailing', 'activities', 'find', 'kayaking', 'organized', 'get', 'family', 'recommend', 'anything', 'booked', 'area', 'issues', 'water', 'felt', 'guides', 'scuba', 'engagement', 'decent', 'sense', 'places', 'lacked', 'overcrowded', 'relaxing', 'beach', 'made', 'Trincomalee', 'lessons', 'hoping', 'took', 'missed', 'operations', 'mark', 'crowded', 'learned', 'catch', 'left', 'views', 'trip']",23,8,"paddleboarding, kayaking, sailing, scuba diving, fishing"
Trincomalee Harbour,8.533333299999999,81.25,Trincomalee Harbour Sri Lanka,4.2,284.0,"['visited', 'history', 'fascinating', 'stunning', 'wonder', 'getting', 'Overall', 'experience', 'check', 'surrounding', 'friends', 'waters', 'prepared', 'nice', 'found', 'access', 'context', 'swimming', 'make', 'ships', 'worthwhile', 'information', 'calm', 'significance', 'boat', 'Harbour', 'scenery', 'learning', 'cruise', 'perfect', 'enjoyed', 'time', 'place', 'War', 'anchored', 'didnt', 'couple', 'spotting', 'bit', 'ruin', 'see', 'breathtaking', 'adds', 'Highly', 'base', 'spot', 'sea', 'loved', 'enjoy', 'security', 'views', 'beauty', 'harbour', 'entry', 'get', 'kids', 'hiccups', 'family', 'recommend', 'paperwork', 'intrigued', 'interesting', 'felt', 'day', 'tour', 'appreciated', 'relaxing', 'made', 'Trincomalee', 'protocols', 'ride', 'II', 'requirements', 'visit', 'took', 'layer', 'outing', 'offered', 'areas', 'mountains', 'World', 'permissions', 'heads', 'harbours']",24,3,"history tours, sea cruises, boat safaris, historic sites, sightseeing"
Udawalawe National Park,6.4746288,80.876319,Sri Lanka,4.3,6156.0,"['wildlife', 'stunning', 'endless', 'variety', 'safari', 'children', 'complaint', 'elephants', 'spectacular', 'landscapes', 'highlight', 'Overall', 'afternoon', 'experience', 'costs', 'try', 'bird', 'Nevertheless', 'sightings', 'prepared', 'park', 'adventure', 'enthusiast', 'photos', 'opportunities', 'Park', 'range', 'animals', 'road', 'visiting', 'information', 'Sri', 'expected', 'timing', 'birds', 'seeing', 'ended', 'chance', 'downside', 'Seeing', 'encounter', 'scenery', 'long', 'expectations', 'time', 'waiting', 'penny', 'hour', 'exceeded', 'place', 'advance', 'part', 'camera', 'tip', 'Elephants', 'wellmaintained', 'offers', 'spotting', 'bit', 'Lanka', 'see', 'breathtaking', 'feel', 'cost', 'loved', 'exploring', 'saw', 'avoid', 'Udawalawe', 'herd', 'beauty', 'provide', 'morning', 'arrived', 'went', 'entry', 'capture', 'organized', 'mustvisit', 'species', 'guide', 'say', 'family', 'recommend', 'book', 'entrance', 'magical', 'water', 'guides', 'day', 'National', 'made', 'queues', 'bringing', 'visit', 'buffalo', 'crossing', 'photography', 'Id', 'vehicles', 'trip']",19,4,"wildlife viewing, safaris, bird watching, animal encounters"
Unawatuna,6.017446899999999,80.24885959999997,Unawatuna Sri Lanka,3.84,1.0,"['bit', 'visited', 'inflated', 'murky', 'expected', 'trap', 'stunning', 'hustle', 'taste', 'water', 'felt', 'day', 'food', 'getaway', 'sunset', 'experience', 'boat', 'made', 'beach', 'beaches', 'put', 'wanted', 'dinners', 'friends', 'noise', 'service', 'sand', 'bustle', 'escape', 'tours', 'gem', 'tourist', 'vendors', 'expectations', 'enjoyed', 'packed', 'dodge', 'hoping', 'took', 'pushed', 'noisy', 'offered', 'prices', 'found', 'sports', 'commercialized', 'views', 'amount', 'beauty', 'restaurants', 'littered', 'relax', 'overpriced', 'Unawatuna', 'left', 'couple', 'construction', 'kids', 'family', 'families']",29,5,"beach visits, boat safaris, sailing"
Unawatuna Beach,6.0096861,80.248424,Unawatuna Beach Sri Lanka,4.55,1868.0,"['trash', 'visited', 'crystal', 'stunning', 'coastline', 'finding', 'getaway', 'highlight', 'tried', 'experience', 'spots', 'fun', 'walks', 'friends', 'waters', 'served', 'shallow', 'sand', 'imagined', 'instructors', 'found', 'enchanting', 'make', 'paradise', 'grab', 'turquoise', 'hoped', 'visiting', 'Sri', 'expected', 'Paddleboarding', 'allowing', 'taste', 'snacks', 'food', 'set', 'sunset', 'waves', 'youre', 'surfing', 'scenery', 'hawkers', 'LankaI', 'looking', 'perfect', 'expectations', 'enjoyed', 'time', 'making', 'prefer', 'sunsets', 'place', 'chill', 'Unawatuna', 'life', 'couple', 'feeding', 'shore', 'slice', 'bit', 'Lanka', 'busier', 'consider', 'breathtaking', 'feet', 'splashing', 'picturesque', 'spot', 'drinks', 'sea', 'loved', 'reviews', 'pristine', 'vibe', 'based', 'exploring', 'saw', 'bars', 'play', 'views', 'morning', 'find', 'mustvisit', 'get', 'kids', 'family', 'recommend', 'snorkel', 'wasnt', 'parts', 'times', 'water', 'felt', 'offer', 'day', 'overcrowded', 'relaxing', 'beach', 'made', 'snorkeling', 'lessons', 'turtles', 'explore', 'visit', 'hoping', 'thrilling', 'Id', 'areas', 'letting', 'shacks', 'crowded', 'beginners', 'Beach', 'blue', 'detracted', 'adds', 'stalls', 'trip', 'vibrant']",25,3,"beach visits, snorkeling, paddleboarding, surfing"
Uppuveli Beach,8.607955800000001,81.2200129,Trincomalee Sri Lanka,4.3,399.0,"['bit', 'visited', 'weekends', 'something', 'expected', 'Uppuveli', 'breathtaking', 'stunning', 'family', 'parts', 'taste', 'togetherWe', 'felt', 'day', 'picturesque', 'maintenance', 'spot', 'whales', 'snacks', 'use', 'decent', 'highlight', 'Overall', 'group', 'experience', 'serenity', 'beach', 'youre', 'pack', 'snorkeling', 'waters', 'loved', 'sun', 'escape', 'vibe', 'looking', 'vendors', 'watching', 'enjoyed', 'time', 'visit', 'saw', 'experienceOur', 'calm', 'hoping', 'sunsets', 'surprise', 'place', 'sailing', 'areas', 'make', 'swimming', 'tourists', 'part', 'number', 'went', 'crowded', 'Beach', 'plenty', 'wish', 'distance', 'spotted', 'life', 'couple', 'get', 'kids', 'stalls', 'take', 'shaded', 'sands']",19,7,"beach visits, snorkeling, sailing"
Velgam Vehera Buddhist Temple,8.6471866,81.1696845,Vilgam Vihara Rd Sri Lanka,4.8,394.0,"['history', 'fascinating', 'site', 'stunning', 'bring', 'getaway', 'experience', 'retreat', 'stones', 'Vehera', 'lush', 'temples', 'reflection', 'found', 'paddy', 'temple', 'photos', 'road', 'landscape', 'visiting', 'mustsee', 'challenging', 'tranquility', 'snacks', 'museum', 'enjoyed', 'time', 'architecture', 'amenities', 'place', 'commercialized', 'share', 'ancient', 'artifacts', 'facilities', 'couple', 'feels', 'navigate', 'bit', 'profound', 'tourism', 'shared', 'stumbled', 'stories', 'kind', 'running', 'loved', 'wandering', 'vibe', 'exploring', 'monk', 'Velgam', 'ruins', 'leading', 'fields', 'monks', 'kids', 'family', 'Visiting', 'Definitely', 'signage', 'surroundings', 'water', 'maintenance', 'use', 'arent', 'journey', 'anyone', 'appreciated', 'made', 'Trincomalee', 'gem', 'visit', 'path', 'took', 'areas', 'lot', 'create', 'remnants']",25,4,"historical monuments, temple pilgrimages, architecture tours, history tours"
Viharamahadevi Park,6.913390699999999,79.86174009999998,Colombo Sri Lanka,4.1,13573.0,"['visited', 'greenery', 'tranquil', 'parks', 'variety', 'elephants', 'cycling', 'afternoon', 'experience', 'maintained', 'fun', 'friends', 'sun', 'Buddha', 'vendors', 'nice', 'park', 'trees', 'relaxation', 'Colombo', 'reflection', 'found', 'surprise', 'mentioned', 'boats', 'Park', 'visiting', 'spent', 'mustsee', 'enjoying', 'atmosphere', 'snacks', 'food', 'Viharamahadevi', 'scattered', 'partner', 'serene', 'chaos', 'rented', 'escape', 'restrooms', 'expectations', 'enjoyed', 'time', 'making', 'hours', 'exceeded', 'place', 'statue', 'didnt', 'offers', 'bit', 'environment', 'outdoor', 'see', 'spot', 'gardens', 'others', 'refreshing', 'loved', 'wandering', 'vibe', 'sculptures', 'exploring', 'blast', 'Visited', 'city', 'oasis', 'kids', 'family', 'area', 'surroundings', 'day', 'features', 'relaxing', 'made', 'noise', 'traveler', 'tasty', 'plants', 'gem', 'visit', 'took', 'offered', 'areas', 'appreciating', 'jogging', 'bustling', 'stalls', 'shame', 'shaded']",17,10,"botanical gardens, cycling, outdoor adventures, sightseeing"
Wasgamuwa National Park,7.753241900000001,80.92077370000001,Nuwaragala Sri Lanka,4.3,963.0,"['visited', 'wildlife', 'tranquil', 'stunning', 'parks', 'variety', 'deliver', 'elephants', 'landscapes', 'rare', 'experience', 'spots', 'walks', 'friends', 'sightings', 'prepared', 'park', 'roads', 'found', 'enthusiast', 'diverse', 'make', 'opportunities', 'Park', 'filled', 'animals', 'including', 'landscape', 'return', 'improvement', 'take', 'Sri', 'enjoying', 'Wasgamuwa', 'atmosphere', 'birds', 'moments', 'downside', 'restrooms', 'expectations', 'time', 'making', 'dream', 'exceeded', 'place', 'viewing', 'hopes', 'come', 'didnt', 'taking', 'couple', 'bears', 'wellmaintained', 'spotting', 'allowed', 'bit', 'Lanka', 'planning', 'Highly', 'theres', 'jeep', 'sights', 'loved', 'reviews', 'patches', 'based', 'saw', 'beauty', 'mustvisit', 'kids', 'family', 'recommend', 'viewpoints', 'lovers', 'reconnect', 'pictures', 'felt', 'guides', 'day', 'use', 'room', 'National', 'enhancing', 'anyone', 'made', 'infrastructure', 'wished', 'leopards', 'nature', 'thrilling', 'photography', 'areas', 'headsup', 'spotted', 'trip']",24,9,"wildlife viewing, safaris, animal encounters, bird watching, photography, sightseeing"
